route_carrier,Quarter,fare_mean_change,risk_change,demand_c_change
SEA-DEN_DL,1,8.337189476115697,-0.019960366270329377,0.025957741591398964
SEA-DEN_DL,2,-28.642621453678146,0.005494505494505489,0.1937768805849327
SEA-DEN_DL,3,-28.376154850159594,0.0018115942028985484,0.08705965701377938
SEA-DEN_DL,4,-17.00239087496925,-0.012681159420289856,0.12933851436448673
SEA-DEN_UA,1,-4.836943616207947,-0.019960366270329377,0.035519238736467784
SEA-DEN_UA,2,-27.96925123550227,0.005494505494505489,-0.11204697215984893
SEA-DEN_UA,3,3.682743281344102,0.0018115942028985484,-0.27817758814021776
SEA-DEN_UA,4,3.9976882663129913,-0.012681159420289856,-0.04140252623529772
SEA-DEN_WN,1,-8.547371672019551,-0.019960366270329377,0.1417495935289086
SEA-DEN_WN,2,-29.011736985574345,0.005494505494505489,-0.0636878192572583
SEA-DEN_WN,3,-12.498436818190754,0.0018115942028985484,0.0054298775943699695
SEA-DEN_WN,4,-3.003620349697087,-0.012681159420289856,-0.03530871584247475
SEA-DFW_AA,1,-3.241543285235707,-0.040159901599015974,0.14294972917117565
SEA-DFW_AA,2,-41.14065634311311,-0.003663003663003664,0.29533029329003746
SEA-DFW_AA,3,-76.09122476278145,-0.016304347826086956,0.28392619949197595
SEA-DFW_AA,4,-43.06916238700839,-0.007246376811594207,0.08882309415432843
SEA-JFK_DL,1,25.84891742612541,-0.02716960502938362,0.12657258645723957
SEA-JFK_DL,2,-8.28269943449419,-0.007326007326007328,0.2604445295276383
SEA-JFK_DL,3,9.584155866884714,0.012681159420289856,0.09220765298905853
SEA-JFK_DL,4,39.04039506158989,-0.018115942028985504,0.2615656144012082
SEA-LAX_DL,1,3.837846437511132,-0.0014076807434740962,-0.04893230047839303
SEA-LAX_DL,2,15.44245731575262,-0.003663003663003664,-0.12477280211052566
SEA-LAX_DL,3,11.819306019202202,-0.003623188405797102,0.005077144278656576
SEA-LAX_DL,4,25.041661272075913,-0.0054347826086956486,0.09258622047316933
